,name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,DATETIME1,date,start_date,time,pointh,end_date
5165,Beryl,2000,08,14,00,22.7,-93.8,tropical depression,-1,30,1008,,,2000-08-14 00:00:00,2000-08-14,2000-08-14,00:00:00,POINT (22.7 -93.8),2000-09-13
5168,Beryl,2000,08,14,18,23.9,-96.3,tropical storm,0,45,1009,,,2000-08-14 18:00:00,2000-08-14,2000-08-14,18:00:00,POINT (23.9 -96.3),2000-09-13
5118,Alberto,2000,08,15,06,38.3,-38.5,tropical storm,0,45,1001,,,2000-08-15 06:00:00,2000-08-15,2000-08-15,06:00:00,POINT (38.3 -38.5),2000-09-14
5119,Alberto,2000,08,15,12,37.3,-38.5,tropical storm,0,45,1002,,,2000-08-15 12:00:00,2000-08-15,2000-08-15,12:00:00,POINT (37.3 -38.5),2000-09-14
5120,Alberto,2000,08,15,18,36.6,-38.9,tropical storm,0,40,1002,,,2000-08-15 18:00:00,2000-08-15,2000-08-15,18:00:00,POINT (36.6 -38.9),2000-09-14
5117,Alberto,2000,08,15,00,38.9,-38.5,tropical storm,0,45,1000,,,2000-08-15 00:00:00,2000-08-15,2000-08-15,00:00:00,POINT (38.9 -38.5),2000-09-14
5170,Beryl,2000,08,15,06,24.5,-97.7,tropical storm,0,45,1009,,,2000-08-15 06:00:00,2000-08-15,2000-08-15,06:00:00,POINT (24.5 -97.7),2000-09-14
5171,Beryl,2000,08,15,12,24.9,-98.6,tropical depression,-1,30,1010,,,2000-08-15 12:00:00,2000-08-15,2000-08-15,12:00:00,POINT (24.9 -98.6),2000-09-14
5172,Beryl,2000,08,15,18,25.2,-99.8,tropical depression,-1,25,1012,,,2000-08-15 18:00:00,2000-08-15,2000-08-15,18:00:00,POINT (25.2 -99.8),2000-09-14
5169,Beryl,2000,08,15,00,24.1,-97,tropical storm,0,45,1007,,,2000-08-15 00:00:00,2000-08-15,2000-08-15,00:00:00,POINT (24.1 -97),2000-09-14
5124,Alberto,2000,08,16,18,33.9,-42.4,tropical storm,0,40,1002,,,2000-08-16 18:00:00,2000-08-16,2000-08-16,18:00:00,POINT (33.9 -42.4),2000-09-15
5123,Alberto,2000,08,16,12,34.6,-41.3,tropical storm,0,40,1003,,,2000-08-16 12:00:00,2000-08-16,2000-08-16,12:00:00,POINT (34.6 -41.3),2000-09-15
5122,Alberto,2000,08,16,06,35.4,-40.2,tropical storm,0,40,1003,,,2000-08-16 06:00:00,2000-08-16,2000-08-16,06:00:00,POINT (35.4 -40.2),2000-09-15
5121,Alberto,2000,08,16,00,36.1,-39.4,tropical storm,0,40,1003,,,2000-08-16 00:00:00,2000-08-16,2000-08-16,00:00:00,POINT (36.1 -39.4),2000-09-15
5127,Alberto,2000,08,17,12,33,-44.9,tropical storm,0,50,998,,,2000-08-17 12:00:00,2000-08-17,2000-08-17,12:00:00,POINT (33 -44.9),2000-09-16
5128,Alberto,2000,08,17,18,33,-45.8,tropical storm,0,50,997,,,2000-08-17 18:00:00,2000-08-17,2000-08-17,18:00:00,POINT (33 -45.8),2000-09-16
5173,Chris,2000,08,17,12,14.2,-51.9,tropical depression,-1,25,1009,,,2000-08-17 12:00:00,2000-08-17,2000-08-17,12:00:00,POINT (14.2 -51.9),2000-09-16
5125,Alberto,2000,08,17,00,33.4,-43.5,tropical storm,0,45,1001,,,2000-08-17 00:00:00,2000-08-17,2000-08-17,00:00:00,POINT (33.4 -43.5),2000-09-16
5174,Chris,2000,08,17,18,14.7,-52.8,tropical depression,-1,25,1009,,,2000-08-17 18:00:00,2000-08-17,2000-08-17,18:00:00,POINT (14.7 -52.8),2000-09-16
5126,Alberto,2000,08,17,06,33,-44.2,tropical storm,0,45,1000,,,2000-08-17 06:00:00,2000-08-17,2000-08-17,06:00:00,POINT (33 -44.2),2000-09-16
5177,Chris,2000,08,18,12,16.2,-55.4,tropical storm,0,35,1008,,,2000-08-18 12:00:00,2000-08-18,2000-08-18,12:00:00,POINT (16.2 -55.4),2000-09-17
5176,Chris,2000,08,18,06,15.6,-54.1,tropical depression,-1,30,1009,,,2000-08-18 06:00:00,2000-08-18,2000-08-18,06:00:00,POINT (15.6 -54.1),2000-09-17
5175,Chris,2000,08,18,00,15.2,-53.4,tropical depression,-1,25,1009,,,2000-08-18 00:00:00,2000-08-18,2000-08-18,00:00:00,POINT (15.2 -53.4),2000-09-17
5178,Chris,2000,08,18,18,16.8,-56.5,tropical depression,-1,30,1011,,,2000-08-18 18:00:00,2000-08-18,2000-08-18,18:00:00,POINT (16.8 -56.5),2000-09-17
5129,Alberto,2000,08,18,00,33.2,-46.5,tropical storm,0,55,995,,,2000-08-18 00:00:00,2000-08-18,2000-08-18,00:00:00,POINT (33.2 -46.5),2000-09-17
5130,Alberto,2000,08,18,06,33.6,-47.1,tropical storm,0,55,993,,,2000-08-18 06:00:00,2000-08-18,2000-08-18,06:00:00,POINT (33.6 -47.1),2000-09-17
5131,Alberto,2000,08,18,12,34.2,-47.6,tropical storm,0,60,991,,,2000-08-18 12:00:00,2000-08-18,2000-08-18,12:00:00,POINT (34.2 -47.6),2000-09-17
5132,Alberto,2000,08,18,18,34.7,-48,hurricane,1,65,987,,,2000-08-18 18:00:00,2000-08-18,2000-08-18,18:00:00,POINT (34.7 -48),2000-09-17
5134,Alberto,2000,08,19,06,35.3,-48.2,hurricane,1,80,976,,,2000-08-19 06:00:00,2000-08-19,2000-08-19,06:00:00,POINT (35.3 -48.2),2000-09-18
5135,Alberto,2000,08,19,12,35.6,-48.2,hurricane,2,85,973,,,2000-08-19 12:00:00,2000-08-19,2000-08-19,12:00:00,POINT (35.6 -48.2),2000-09-18
5133,Alberto,2000,08,19,00,34.9,-48.1,hurricane,1,75,979,,,2000-08-19 00:00:00,2000-08-19,2000-08-19,00:00:00,POINT (34.9 -48.1),2000-09-18
5136,Alberto,2000,08,19,18,36,-48.2,hurricane,2,90,970,,,2000-08-19 18:00:00,2000-08-19,2000-08-19,18:00:00,POINT (36 -48.2),2000-09-18
5181,Chris,2000,08,19,12,18.3,-60.4,tropical depression,-1,20,1013,,,2000-08-19 12:00:00,2000-08-19,2000-08-19,12:00:00,POINT (18.3 -60.4),2000-09-18
5179,Chris,2000,08,19,00,17.3,-57.7,tropical depression,-1,25,1012,,,2000-08-19 00:00:00,2000-08-19,2000-08-19,00:00:00,POINT (17.3 -57.7),2000-09-18
5180,Chris,2000,08,19,06,17.8,-59,tropical depression,-1,25,1012,,,2000-08-19 06:00:00,2000-08-19,2000-08-19,06:00:00,POINT (17.8 -59),2000-09-18
5182,Debby,2000,08,19,18,12,-44.5,tropical depression,-1,30,1010,,,2000-08-19 18:00:00,2000-08-19,2000-08-19,18:00:00,POINT (12 -44.5),2000-09-18
5186,Debby,2000,08,20,18,14.7,-50.6,tropical storm,0,45,1007,,,2000-08-20 18:00:00,2000-08-20,2000-08-20,18:00:00,POINT (14.7 -50.6),2000-09-19
5185,Debby,2000,08,20,12,14,-48.8,tropical storm,0,40,1008,,,2000-08-20 12:00:00,2000-08-20,2000-08-20,12:00:00,POINT (14 -48.8),2000-09-19
5183,Debby,2000,08,20,00,12.6,-45.3,tropical depression,-1,30,1010,,,2000-08-20 00:00:00,2000-08-20,2000-08-20,00:00:00,POINT (12.6 -45.3),2000-09-19
5184,Debby,2000,08,20,06,13.3,-46.8,tropical storm,0,35,1009,,,2000-08-20 06:00:00,2000-08-20,2000-08-20,06:00:00,POINT (13.3 -46.8),2000-09-19
5138,Alberto,2000,08,20,06,36.7,-48,hurricane,2,90,971,,,2000-08-20 06:00:00,2000-08-20,2000-08-20,06:00:00,POINT (36.7 -48),2000-09-19
5139,Alberto,2000,08,20,12,37.1,-47.9,hurricane,2,85,972,,,2000-08-20 12:00:00,2000-08-20,2000-08-20,12:00:00,POINT (37.1 -47.9),2000-09-19
5140,Alberto,2000,08,20,18,37.4,-47.7,hurricane,2,85,973,,,2000-08-20 18:00:00,2000-08-20,2000-08-20,18:00:00,POINT (37.4 -47.7),2000-09-19
5137,Alberto,2000,08,20,00,36.4,-48.1,hurricane,2,90,970,,,2000-08-20 00:00:00,2000-08-20,2000-08-20,00:00:00,POINT (36.4 -48.1),2000-09-19
5190,Debby,2000,08,21,18,16.1,-58.5,hurricane,1,75,1004,,,2000-08-21 18:00:00,2000-08-21,2000-08-21,18:00:00,POINT (16.1 -58.5),2000-09-20
5143,Alberto,2000,08,21,12,38.9,-47.2,hurricane,1,80,977,,,2000-08-21 12:00:00,2000-08-21,2000-08-21,12:00:00,POINT (38.9 -47.2),2000-09-20
5141,Alberto,2000,08,21,00,37.9,-47.5,hurricane,2,85,974,,,2000-08-21 00:00:00,2000-08-21,2000-08-21,00:00:00,POINT (37.9 -47.5),2000-09-20
5142,Alberto,2000,08,21,06,38.3,-47.3,hurricane,1,80,976,,,2000-08-21 06:00:00,2000-08-21,2000-08-21,06:00:00,POINT (38.3 -47.3),2000-09-20
5188,Debby,2000,08,21,06,15.4,-54,hurricane,1,65,1005,,,2000-08-21 06:00:00,2000-08-21,2000-08-21,06:00:00,POINT (15.4 -54),2000-09-20
5189,Debby,2000,08,21,12,15.7,-56.3,hurricane,1,75,1004,,,2000-08-21 12:00:00,2000-08-21,2000-08-21,12:00:00,POINT (15.7 -56.3),2000-09-20
5187,Debby,2000,08,21,00,15.1,-52.1,tropical storm,0,55,1006,,,2000-08-21 00:00:00,2000-08-21,2000-08-21,00:00:00,POINT (15.1 -52.1),2000-09-20
5144,Alberto,2000,08,21,18,40,-46.7,hurricane,1,80,978,,,2000-08-21 18:00:00,2000-08-21,2000-08-21,18:00:00,POINT (40 -46.7),2000-09-20
5192,Debby,2000,08,22,03,17.1,-60.9,hurricane,1,70,991,,,2000-08-22 03:00:00,2000-08-22,2000-08-22,03:00:00,POINT (17.1 -60.9),2000-09-21
5195,Debby,2000,08,22,12,18.1,-63.5,hurricane,1,65,994,,,2000-08-22 12:00:00,2000-08-22,2000-08-22,12:00:00,POINT (18.1 -63.5),2000-09-21
5146,Alberto,2000,08,22,06,42.6,-45.4,hurricane,1,75,981,,,2000-08-22 06:00:00,2000-08-22,2000-08-22,06:00:00,POINT (42.6 -45.4),2000-09-21
5148,Alberto,2000,08,22,18,46.1,-42.1,hurricane,1,65,985,,,2000-08-22 18:00:00,2000-08-22,2000-08-22,18:00:00,POINT (46.1 -42.1),2000-09-21
5147,Alberto,2000,08,22,12,44,-44,hurricane,1,70,983,,,2000-08-22 12:00:00,2000-08-22,2000-08-22,12:00:00,POINT (44 -44),2000-09-21
5193,Debby,2000,08,22,06,17.5,-61.7,hurricane,1,65,993,,,2000-08-22 06:00:00,2000-08-22,2000-08-22,06:00:00,POINT (17.5 -61.7),2000-09-21
5191,Debby,2000,08,22,00,16.8,-60.1,hurricane,1,70,995,,,2000-08-22 00:00:00,2000-08-22,2000-08-22,00:00:00,POINT (16.8 -60.1),2000-09-21
5197,Debby,2000,08,22,18,18.8,-65.4,hurricane,1,65,995,,,2000-08-22 18:00:00,2000-08-22,2000-08-22,18:00:00,POINT (18.8 -65.4),2000-09-21
5194,Debby,2000,08,22,09,17.9,-62.8,hurricane,1,65,993,,,2000-08-22 09:00:00,2000-08-22,2000-08-22,09:00:00,POINT (17.9 -62.8),2000-09-21
5196,Debby,2000,08,22,15,18.5,-64.4,hurricane,1,65,994,,,2000-08-22 15:00:00,2000-08-22,2000-08-22,15:00:00,POINT (18.5 -64.4),2000-09-21
5145,Alberto,2000,08,22,00,41.2,-45.9,hurricane,1,75,979,,,2000-08-22 00:00:00,2000-08-22,2000-08-22,00:00:00,POINT (41.2 -45.9),2000-09-21
5150,Alberto,2000,08,23,06,50.7,-36.8,tropical storm,0,55,994,,,2000-08-23 06:00:00,2000-08-23,2000-08-23,06:00:00,POINT (50.7 -36.8),2000-09-22
5149,Alberto,2000,08,23,00,48.3,-39.5,hurricane,1,65,987,,,2000-08-23 00:00:00,2000-08-23,2000-08-23,00:00:00,POINT (48.3 -39.5),2000-09-22
5198,Debby,2000,08,23,00,19.2,-66.7,hurricane,1,65,995,,,2000-08-23 00:00:00,2000-08-23,2000-08-23,00:00:00,POINT (19.2 -66.7),2000-09-22
5201,Debby,2000,08,23,18,20,-71.5,tropical storm,0,50,1009,,,2000-08-23 18:00:00,2000-08-23,2000-08-23,18:00:00,POINT (20 -71.5),2000-09-22
5200,Debby,2000,08,23,12,19.8,-69.7,tropical storm,0,60,1005,,,2000-08-23 12:00:00,2000-08-23,2000-08-23,12:00:00,POINT (19.8 -69.7),2000-09-22
5199,Debby,2000,08,23,06,19.5,-68.1,hurricane,1,65,995,,,2000-08-23 06:00:00,2000-08-23,2000-08-23,06:00:00,POINT (19.5 -68.1),2000-09-22
5202,Debby,2000,08,24,00,19.9,-73.3,tropical storm,0,40,1010,,,2000-08-24 00:00:00,2000-08-24,2000-08-24,00:00:00,POINT (19.9 -73.3),2000-09-23
5203,Debby,2000,08,24,06,19.6,-75.1,tropical storm,0,35,1011,,,2000-08-24 06:00:00,2000-08-24,2000-08-24,06:00:00,POINT (19.6 -75.1),2000-09-23
5204,Debby,2000,08,24,12,19.5,-77,tropical depression,-1,30,1011,,,2000-08-24 12:00:00,2000-08-24,2000-08-24,12:00:00,POINT (19.5 -77),2000-09-23
5205,Ernesto,2000,09,1,12,14.8,-45.2,tropical depression,-1,25,1009,,,2000-09-01 12:00:00,2000-09-01,2000-09-01,12:00:00,POINT (14.8 -45.2),2000-10-01
5206,Ernesto,2000,09,1,18,15,-47,tropical depression,-1,30,1009,,,2000-09-01 18:00:00,2000-09-01,2000-09-01,18:00:00,POINT (15 -47),2000-10-01
5209,Ernesto,2000,09,2,12,16.9,-50.8,tropical storm,0,35,1008,,,2000-09-02 12:00:00,2000-09-02,2000-09-02,12:00:00,POINT (16.9 -50.8),2000-10-02
5210,Ernesto,2000,09,2,18,17.5,-52.1,tropical storm,0,35,1008,,,2000-09-02 18:00:00,2000-09-02,2000-09-02,18:00:00,POINT (17.5 -52.1),2000-10-02
5207,Ernesto,2000,09,2,00,15.6,-48.3,tropical depression,-1,30,1009,,,2000-09-02 00:00:00,2000-09-02,2000-09-02,00:00:00,POINT (15.6 -48.3),2000-10-02
5208,Ernesto,2000,09,2,06,16.2,-49.5,tropical storm,0,35,1008,,,2000-09-02 06:00:00,2000-09-02,2000-09-02,06:00:00,POINT (16.2 -49.5),2000-10-02
5211,Ernesto,2000,09,3,00,18.2,-53.6,tropical storm,0,35,1008,,,2000-09-03 00:00:00,2000-09-03,2000-09-03,00:00:00,POINT (18.2 -53.6),2000-10-03
5212,Ernesto,2000,09,3,06,18.8,-55,tropical storm,0,35,1008,,,2000-09-03 06:00:00,2000-09-03,2000-09-03,06:00:00,POINT (18.8 -55),2000-10-03
5214,Ernesto,2000,09,3,18,20,-58,tropical depression,-1,30,1009,,,2000-09-03 18:00:00,2000-09-03,2000-09-03,18:00:00,POINT (20 -58),2000-10-03
5213,Ernesto,2000,09,3,12,19.4,-56.6,tropical storm,0,35,1008,,,2000-09-03 12:00:00,2000-09-03,2000-09-03,12:00:00,POINT (19.4 -56.6),2000-10-03
5215,AL092000,2000,09,8,18,27.5,-93.5,tropical depression,-1,25,1009,,,2000-09-08 18:00:00,2000-09-08,2000-09-08,18:00:00,POINT (27.5 -93.5),2000-10-08
5216,AL092000,2000,09,8,21,28,-93.5,tropical depression,-1,30,1008,,,2000-09-08 21:00:00,2000-09-08,2000-09-08,21:00:00,POINT (28 -93.5),2000-10-08
5217,AL092000,2000,09,9,00,28.5,-93.5,tropical depression,-1,30,1009,,,2000-09-09 00:00:00,2000-09-09,2000-09-09,00:00:00,POINT (28.5 -93.5),2000-10-09
5218,AL092000,2000,09,9,06,29.3,-93.8,tropical depression,-1,25,1009,,,2000-09-09 06:00:00,2000-09-09,2000-09-09,06:00:00,POINT (29.3 -93.8),2000-10-09
5219,AL092000,2000,09,9,10,29.9,-93.9,tropical depression,-1,25,1009,,,2000-09-09 10:00:00,2000-09-09,2000-09-09,10:00:00,POINT (29.9 -93.9),2000-10-09
5220,AL092000,2000,09,9,12,30,-94,tropical depression,-1,25,1010,,,2000-09-09 12:00:00,2000-09-09,2000-09-09,12:00:00,POINT (30 -94),2000-10-09
5222,Gordon,2000,09,14,18,20.4,-87.4,tropical depression,-1,25,1007,,,2000-09-14 18:00:00,2000-09-14,2000-09-14,18:00:00,POINT (20.4 -87.4),2000-10-14
5221,Gordon,2000,09,14,12,19.8,-87.3,tropical depression,-1,25,1008,,,2000-09-14 12:00:00,2000-09-14,2000-09-14,12:00:00,POINT (19.8 -87.3),2000-10-14
5226,Gordon,2000,09,15,18,21.6,-87.8,tropical depression,-1,30,1004,,,2000-09-15 18:00:00,2000-09-15,2000-09-15,18:00:00,POINT (21.6 -87.8),2000-10-15
5225,Gordon,2000,09,15,12,21.4,-88.7,tropical depression,-1,25,1004,,,2000-09-15 12:00:00,2000-09-15,2000-09-15,12:00:00,POINT (21.4 -88.7),2000-10-15
5223,Gordon,2000,09,15,00,20.7,-87.7,tropical depression,-1,25,1007,,,2000-09-15 00:00:00,2000-09-15,2000-09-15,00:00:00,POINT (20.7 -87.7),2000-10-15
5224,Gordon,2000,09,15,06,21,-88,tropical depression,-1,25,1006,,,2000-09-15 06:00:00,2000-09-15,2000-09-15,06:00:00,POINT (21 -88),2000-10-15
5229,Gordon,2000,09,16,12,23.5,-86.3,tropical storm,0,55,992,,,2000-09-16 12:00:00,2000-09-16,2000-09-16,12:00:00,POINT (23.5 -86.3),2000-10-16
5227,Gordon,2000,09,16,00,22.5,-86.7,tropical storm,0,40,1000,,,2000-09-16 00:00:00,2000-09-16,2000-09-16,00:00:00,POINT (22.5 -86.7),2000-10-16
5230,Gordon,2000,09,16,18,24.3,-85.9,tropical storm,0,60,983,,,2000-09-16 18:00:00,2000-09-16,2000-09-16,18:00:00,POINT (24.3 -85.9),2000-10-16
5228,Gordon,2000,09,16,06,22.9,-86.6,tropical storm,0,50,997,,,2000-09-16 06:00:00,2000-09-16,2000-09-16,06:00:00,POINT (22.9 -86.6),2000-10-16
5234,Gordon,2000,09,17,18,28,-83.8,hurricane,1,65,985,,,2000-09-17 18:00:00,2000-09-17,2000-09-17,18:00:00,POINT (28 -83.8),2000-10-17
5233,Gordon,2000,09,17,12,27.1,-84.3,hurricane,1,65,987,,,2000-09-17 12:00:00,2000-09-17,2000-09-17,12:00:00,POINT (27.1 -84.3),2000-10-17
5231,Gordon,2000,09,17,00,25.2,-85.4,hurricane,1,65,985,,,2000-09-17 00:00:00,2000-09-17,2000-09-17,00:00:00,POINT (25.2 -85.4),2000-10-17
5232,Gordon,2000,09,17,06,26.1,-84.9,hurricane,1,70,981,,,2000-09-17 06:00:00,2000-09-17,2000-09-17,06:00:00,POINT (26.1 -84.9),2000-10-17
5238,Gordon,2000,09,18,12,31,-82.3,tropical depression,-1,30,1006,,,2000-09-18 12:00:00,2000-09-18,2000-09-18,12:00:00,POINT (31 -82.3),2000-10-18
5237,Gordon,2000,09,18,06,29.8,-83,tropical storm,0,40,1000,,,2000-09-18 06:00:00,2000-09-18,2000-09-18,06:00:00,POINT (29.8 -83),2000-10-18
5235,Gordon,2000,09,18,00,28.9,-83.4,tropical storm,0,60,989,,,2000-09-18 00:00:00,2000-09-18,2000-09-18,00:00:00,POINT (28.9 -83.4),2000-10-18
5236,Gordon,2000,09,18,03,29.3,-83.2,tropical storm,0,55,991,,,2000-09-18 03:00:00,2000-09-18,2000-09-18,03:00:00,POINT (29.3 -83.2),2000-10-18
5239,Isaac,2000,09,21,12,11.5,-23,tropical depression,-1,30,1008,,,2000-09-21 12:00:00,2000-09-21,2000-09-21,12:00:00,POINT (11.5 -23),2000-10-21
5240,Isaac,2000,09,21,18,11.9,-24.5,tropical depression,-1,30,1008,,,2000-09-21 18:00:00,2000-09-21,2000-09-21,18:00:00,POINT (11.9 -24.5),2000-10-21
5244,Isaac,2000,09,22,18,13.5,-30.1,tropical storm,0,45,1000,,,2000-09-22 18:00:00,2000-09-22,2000-09-22,18:00:00,POINT (13.5 -30.1),2000-10-22
5243,Isaac,2000,09,22,12,13.1,-28.7,tropical storm,0,45,1000,,,2000-09-22 12:00:00,2000-09-22,2000-09-22,12:00:00,POINT (13.1 -28.7),2000-10-22
5241,Isaac,2000,09,22,00,12.3,-25.9,tropical storm,0,35,1005,,,2000-09-22 00:00:00,2000-09-22,2000-09-22,00:00:00,POINT (12.3 -25.9),2000-10-22
5242,Isaac,2000,09,22,06,12.7,-27.2,tropical storm,0,40,1001,,,2000-09-22 06:00:00,2000-09-22,2000-09-22,06:00:00,POINT (12.7 -27.2),2000-10-22
5245,Isaac,2000,09,23,00,13.7,-31.2,tropical storm,0,50,997,,,2000-09-23 00:00:00,2000-09-23,2000-09-23,00:00:00,POINT (13.7 -31.2),2000-10-23
5246,Isaac,2000,09,23,06,13.9,-32.3,tropical storm,0,55,994,,,2000-09-23 06:00:00,2000-09-23,2000-09-23,06:00:00,POINT (13.9 -32.3),2000-10-23
5247,Isaac,2000,09,23,12,14.3,-33.2,hurricane,1,70,984,,,2000-09-23 12:00:00,2000-09-23,2000-09-23,12:00:00,POINT (14.3 -33.2),2000-10-23
5248,Isaac,2000,09,23,18,14.6,-34.2,hurricane,2,85,973,,,2000-09-23 18:00:00,2000-09-23,2000-09-23,18:00:00,POINT (14.6 -34.2),2000-10-23
5252,Isaac,2000,09,24,18,15.8,-37.8,hurricane,3,100,960,,,2000-09-24 18:00:00,2000-09-24,2000-09-24,18:00:00,POINT (15.8 -37.8),2000-10-24
5251,Isaac,2000,09,24,12,15.5,-36.8,hurricane,3,100,960,,,2000-09-24 12:00:00,2000-09-24,2000-09-24,12:00:00,POINT (15.5 -36.8),2000-10-24
5249,Isaac,2000,09,24,00,14.9,-35,hurricane,3,105,960,,,2000-09-24 00:00:00,2000-09-24,2000-09-24,00:00:00,POINT (14.9 -35),2000-10-24
5250,Isaac,2000,09,24,06,15.1,-35.8,hurricane,3,100,960,,,2000-09-24 06:00:00,2000-09-24,2000-09-24,06:00:00,POINT (15.1 -35.8),2000-10-24
5256,Isaac,2000,09,25,18,17.6,-41.2,hurricane,2,90,970,,,2000-09-25 18:00:00,2000-09-25,2000-09-25,18:00:00,POINT (17.6 -41.2),2000-10-25
5255,Isaac,2000,09,25,12,17.2,-40.4,hurricane,2,90,970,,,2000-09-25 12:00:00,2000-09-25,2000-09-25,12:00:00,POINT (17.2 -40.4),2000-10-25
5281,Joyce,2000,09,25,18,11.4,-30.7,tropical depression,-1,30,1009,,,2000-09-25 18:00:00,2000-09-25,2000-09-25,18:00:00,POINT (11.4 -30.7),2000-10-25
5253,Isaac,2000,09,25,00,16.3,-38.6,hurricane,2,95,965,,,2000-09-25 00:00:00,2000-09-25,2000-09-25,00:00:00,POINT (16.3 -38.6),2000-10-25
5254,Isaac,2000,09,25,06,16.7,-39.5,hurricane,2,95,965,,,2000-09-25 06:00:00,2000-09-25,2000-09-25,06:00:00,POINT (16.7 -39.5),2000-10-25
5280,Joyce,2000,09,25,12,11.2,-29.6,tropical depression,-1,25,1009,,,2000-09-25 12:00:00,2000-09-25,2000-09-25,12:00:00,POINT (11.2 -29.6),2000-10-25
5282,Joyce,2000,09,26,00,11.5,-31.9,tropical storm,0,35,1008,,,2000-09-26 00:00:00,2000-09-26,2000-09-26,00:00:00,POINT (11.5 -31.9),2000-10-26
5284,Joyce,2000,09,26,12,11.6,-34.1,tropical storm,0,35,1005,,,2000-09-26 12:00:00,2000-09-26,2000-09-26,12:00:00,POINT (11.6 -34.1),2000-10-26
5285,Joyce,2000,09,26,18,11.7,-35.3,tropical storm,0,40,1002,,,2000-09-26 18:00:00,2000-09-26,2000-09-26,18:00:00,POINT (11.7 -35.3),2000-10-26
5283,Joyce,2000,09,26,06,11.6,-33,tropical storm,0,35,1007,,,2000-09-26 06:00:00,2000-09-26,2000-09-26,06:00:00,POINT (11.6 -33),2000-10-26
5258,Isaac,2000,09,26,06,18.3,-42.9,hurricane,2,85,973,,,2000-09-26 06:00:00,2000-09-26,2000-09-26,06:00:00,POINT (18.3 -42.9),2000-10-26
5260,Isaac,2000,09,26,18,19.1,-45,hurricane,1,75,980,,,2000-09-26 18:00:00,2000-09-26,2000-09-26,18:00:00,POINT (19.1 -45),2000-10-26
5257,Isaac,2000,09,26,00,17.9,-42,hurricane,2,90,970,,,2000-09-26 00:00:00,2000-09-26,2000-09-26,00:00:00,POINT (17.9 -42),2000-10-26
5259,Isaac,2000,09,26,12,18.6,-43.9,hurricane,1,75,980,,,2000-09-26 12:00:00,2000-09-26,2000-09-26,12:00:00,POINT (18.6 -43.9),2000-10-26
5288,Joyce,2000,09,27,12,12.4,-38.8,hurricane,1,65,985,,,2000-09-27 12:00:00,2000-09-27,2000-09-27,12:00:00,POINT (12.4 -38.8),2000-10-27
5289,Joyce,2000,09,27,18,12.5,-40.1,hurricane,1,70,978,,,2000-09-27 18:00:00,2000-09-27,2000-09-27,18:00:00,POINT (12.5 -40.1),2000-10-27
5287,Joyce,2000,09,27,06,12.2,-37.6,tropical storm,0,55,993,,,2000-09-27 06:00:00,2000-09-27,2000-09-27,06:00:00,POINT (12.2 -37.6),2000-10-27
5286,Joyce,2000,09,27,00,12.1,-36.4,tropical storm,0,50,998,,,2000-09-27 00:00:00,2000-09-27,2000-09-27,00:00:00,POINT (12.1 -36.4),2000-10-27
5262,Isaac,2000,09,27,06,20.4,-47,hurricane,2,85,973,,,2000-09-27 06:00:00,2000-09-27,2000-09-27,06:00:00,POINT (20.4 -47),2000-10-27
5261,Isaac,2000,09,27,00,19.6,-46,hurricane,1,80,977,,,2000-09-27 00:00:00,2000-09-27,2000-09-27,00:00:00,POINT (19.6 -46),2000-10-27
5263,Isaac,2000,09,27,12,21,-48.1,hurricane,2,90,970,,,2000-09-27 12:00:00,2000-09-27,2000-09-27,12:00:00,POINT (21 -48.1),2000-10-27
5264,Isaac,2000,09,27,18,21.9,-49.5,hurricane,2,95,965,,,2000-09-27 18:00:00,2000-09-27,2000-09-27,18:00:00,POINT (21.9 -49.5),2000-10-27
5291,Joyce,2000,09,28,06,12.2,-42.5,hurricane,1,80,975,,,2000-09-28 06:00:00,2000-09-28,2000-09-28,06:00:00,POINT (12.2 -42.5),2000-10-28
5265,Isaac,2000,09,28,00,22.8,-50.6,hurricane,3,100,960,,,2000-09-28 00:00:00,2000-09-28,2000-09-28,00:00:00,POINT (22.8 -50.6),2000-10-28
5308,Keith,2000,09,28,18,16.1,-82.9,tropical depression,-1,25,1005,,,2000-09-28 18:00:00,2000-09-28,2000-09-28,18:00:00,POINT (16.1 -82.9),2000-10-28
5292,Joyce,2000,09,28,12,11.7,-43.8,hurricane,1,80,975,,,2000-09-28 12:00:00,2000-09-28,2000-09-28,12:00:00,POINT (11.7 -43.8),2000-10-28
5268,Isaac,2000,09,28,18,26.6,-54.2,hurricane,4,120,943,,,2000-09-28 18:00:00,2000-09-28,2000-09-28,18:00:00,POINT (26.6 -54.2),2000-10-28
5267,Isaac,2000,09,28,12,25,-52.9,hurricane,3,110,950,,,2000-09-28 12:00:00,2000-09-28,2000-09-28,12:00:00,POINT (25 -52.9),2000-10-28
5266,Isaac,2000,09,28,06,23.8,-52,hurricane,3,105,955,,,2000-09-28 06:00:00,2000-09-28,2000-09-28,06:00:00,POINT (23.8 -52),2000-10-28
5293,Joyce,2000,09,28,18,11.3,-45,hurricane,1,75,976,,,2000-09-28 18:00:00,2000-09-28,2000-09-28,18:00:00,POINT (11.3 -45),2000-10-28
5290,Joyce,2000,09,28,00,12.4,-41.3,hurricane,1,75,976,,,2000-09-28 00:00:00,2000-09-28,2000-09-28,00:00:00,POINT (12.4 -41.3),2000-10-28
