,PipeIDX,CAUSE,LATITUDE,LONGITUDE,yr,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,HurIdx,diftime,distance,frequency,max_int,fourplus,yr,failTF,locGrp,ptlong,ptlat,maxlong,minlat
2760,23049.0,human,30.8244323,-95.5197394,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,169.25,276.7830242301107,18.0,979.0,0.0,2005.0,1.0,5,-95.5197394,30.8244323,-97.4,42.4
3022,23375.0,outside,30.8244323,-95.5197394,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7183.0,246.75,227.7857408823068,16.0,930.0,0.0,2006.0,1.0,5,-95.5197394,30.8244323,-97.4,42.4
11641,,,,,2001.0,30.9,-95.6,tropical depression,-1.0,15,-1002,,,,,,,,,2001.0,0.0,5,-95.6,30.9,-94.9,27.5
4858,4978.0,human,31.03483,-96.16068,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,204.5,259.59172199815816,12.0,997.0,0.0,2016.0,1.0,5,-96.16068,31.03483,-97.4,42.4
3583,24312.0,outside,31.0769858,-95.4987565,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8017.0,241.0,170.5952651855382,37.0,950.0,0.0,2009.0,1.0,5,-95.4987565,31.0769858,-97.4,42.4
4984,26871.0,natural,31.155589,-95.807206,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,343.5,252.7707555910976,11.0,997.0,0.0,2016.0,1.0,5,-95.807206,31.155589,-97.4,42.4
4408,5350.0,outside,31.33964,-95.40111,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9158.0,249.75,232.0489277980873,8.0,973.0,0.0,2013.0,1.0,5,-95.40111,31.33964,-97.4,42.4
6369,24695.0,outside,31.34765,-95.80976,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,12102.0,164.5,176.521344808508,24.0,981.0,0.0,2022.0,1.0,5,-95.80976,31.34765,-97.4,42.4
922,2314.0,outside,31.4637866,-96.0580197,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,606.0,276.5,290.4726201873359,24.0,997.0,0.0,1981.0,1.0,5,-96.0580197,31.4637866,-97.4,42.4
2212,22013.0,outside,31.4110077,-96.5722013,2001.0,30.0,-96.0,0,,20,-1004,0.0,0.0,5387.0,32.0,56.0,24.0,1002.0,0.0,2001.0,1.0,5,-96.5722013,31.4110077,-94.9,27.5
8349,,,,,1989.0,31.5,-96.9,tropical depression,-1.0,25,-1004,,,,,,,,,1989.0,0.0,5,-96.9,31.5,-90.0,22.5
3558,4102.0,natural,31.6271145,-96.283862,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8017.0,227.0,152.23449492513896,33.0,950.0,0.0,2009.0,1.0,5,-96.283862,31.6271145,-97.4,42.4
4219,28453.0,outside,31.77393,-96.40047,2012.0,33.0,-92.0,0,,30,-998,0.0,0.0,9159.0,26.0,224.0,5.0,987.0,0.0,2012.0,1.0,5,-96.40047,31.77393,-50.1,14.9
3971,28968.0,outside,31.7765,-96.3957,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8398.0,213.75,260.7752689905469,8.0,991.0,0.0,2011.0,1.0,5,-96.3957,31.7765,-97.4,42.4
4113,28639.0,human,31.77654,-96.3958,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8398.0,560.75,260.7715309851997,8.0,991.0,0.0,2012.0,1.0,5,-96.3958,31.77654,-97.4,42.4
5910,25208.0,outside,31.77661,-96.39577,2020.0,32.0,-92.0,0,,30,-994,0.0,0.0,11328.0,56.0,268.0,19.0,993.0,0.0,2020.0,1.0,5,-96.39577,31.77661,-89.8,17.6
4322,28283.0,human,31.776632,-96.39607,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,171.5,297.4500960969547,5.0,987.0,0.0,2013.0,1.0,5,-96.39607,31.776632,-97.4,42.4
4410,28191.0,outside,31.7768,-96.3957,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,249.5,297.42989828049764,5.0,987.0,0.0,2013.0,1.0,5,-96.3957,31.7768,-97.4,42.4
4815,27279.0,outside,31.77691,-96.39599,2015.0,31.0,-97.0,0,,30,-999,0.0,0.0,9791.0,1.0,59.0,11.0,997.0,0.0,2015.0,1.0,5,-96.39599,31.77691,-94.3,27.0
1154,2862.0,outside,31.49369219999999,-95.4789863,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,994.0,151.25,266.2835529624162,21.0,962.0,0.0,1984.0,1.0,5,-95.4789863,31.49369219999999,-97.4,42.4
3986,28953.0,outside,31.50653,-95.44006,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8398.0,231.75,293.36629612855694,7.0,996.0,0.0,2011.0,1.0,5,-95.44006,31.50653,-97.4,42.4
4270,28347.0,outside,31.531786,-96.185508,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9158.0,132.75,246.46200807646736,5.0,982.0,0.0,2013.0,1.0,5,-96.185508,31.531786,-97.4,42.4
5899,25219.0,outside,31.532208,-96.185686,2020.0,32.0,-92.0,0,,30,-994,0.0,0.0,11328.0,39.0,262.0,20.0,993.0,0.0,2020.0,1.0,5,-96.185686,31.532208,-89.8,17.6
953,2364.0,outside,31.6251747,-95.5793977,1982.0,0.0,0.0,0,,12,-1050,0.0,0.0,603.0,501.75,272.9008477216763,8.0,1004.0,0.0,1982.0,1.0,5,-95.5793977,31.6251747,-97.4,42.4
1426,19808.0,outside,31.7246128,-96.1652481,1987.0,0.0,0.0,0,,12,-1050,0.0,0.0,1583.0,350.25,262.1385853400839,21.0,971.0,0.0,1987.0,1.0,5,-96.1652481,31.7246128,-97.4,42.4
1578,3130.0,outside,31.7246128,-96.1652481,1989.0,31.0,-96.0,0,,25,-1004,0.0,0.0,2007.0,26.0,46.0,26.0,984.0,0.0,1989.0,1.0,5,-96.1652481,31.7246128,-90.0,22.5
2182,21991.0,outside,31.8668353,-95.4957876,2000.0,0.0,0.0,0,,12,-1050,0.0,0.0,4477.0,652.25,291.00302918413314,3.0,1000.0,0.0,2000.0,1.0,5,-95.4957876,31.8668353,-97.4,42.4
2175,21951.0,outside,31.8668353,-95.4957876,2000.0,0.0,0.0,0,,12,-1050,0.0,0.0,4477.0,618.25,291.00302918413314,3.0,1000.0,0.0,2000.0,1.0,5,-95.4957876,31.8668353,-97.4,42.4
2616,22826.0,outside,31.8765549,-95.7327373,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6094.0,337.0,275.4644996878315,19.0,962.0,0.0,2004.0,1.0,5,-95.7327373,31.8765549,-97.4,42.4
5091,26537.0,human,31.77745,-96.39645,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,634.5,208.3771059299989,11.0,997.0,0.0,2017.0,1.0,5,-96.39645,31.77745,-97.4,42.4
6298,24781.0,outside,31.777937,-96.400398,2021.0,29.0,-94.0,0,,35,-1003,0.0,0.0,12099.0,47.0,174.0,17.0,988.0,0.0,2021.0,1.0,5,-96.400398,31.777937,-93.1,21.0
1405,19739.0,outside,31.7879419,-96.4624814,1987.0,0.0,0.0,0,,12,-1050,0.0,0.0,1583.0,238.25,269.20043356978067,16.0,971.0,0.0,1987.0,1.0,5,-96.4624814,31.7879419,-97.4,42.4
3072,23564.0,outside,31.7879419,-96.4624814,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7183.0,477.75,212.4669239578089,6.0,935.0,0.0,2007.0,1.0,5,-96.4624814,31.7879419,-97.4,42.4
2966,23697.0,outside,31.7879419,-96.4624814,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7183.0,183.75,212.4669239578089,10.0,935.0,0.0,2006.0,1.0,5,-96.4624814,31.7879419,-97.4,42.4
1371,19618.0,outside,31.7879419,-96.4624814,1986.0,0.0,0.0,0,,12,-1050,0.0,0.0,1512.0,219.75,288.0837311993978,8.0,971.0,0.0,1986.0,1.0,5,-96.4624814,31.7879419,-97.4,42.4
2271,22166.0,outside,31.8940478,-96.7147127,2002.0,0.0,0.0,0,,12,-1050,0.0,0.0,5389.0,360.25,216.7148727290448,21.0,1002.0,0.0,2002.0,1.0,5,-96.7147127,31.8940478,-97.4,42.4
3004,23694.0,outside,32.0302037,-96.5143087,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,220.5,296.1670593657982,11.0,935.0,0.0,2006.0,1.0,5,-96.5143087,32.0302037,-97.4,42.4
3366,24031.0,outside,32.0302037,-96.5143087,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7667.0,271.0,248.8320245122772,12.0,985.0,0.0,2008.0,1.0,5,-96.5143087,32.0302037,-97.4,42.4
3082,23576.0,outside,32.0302037,-96.5143087,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,490.5,296.1670593657982,7.0,935.0,0.0,2007.0,1.0,5,-96.5143087,32.0302037,-97.4,42.4
3179,23701.0,outside,32.0302037,-96.5143087,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,625.5,296.1670593657982,7.0,935.0,0.0,2007.0,1.0,5,-96.5143087,32.0302037,-97.4,42.4
3187,23703.0,outside,32.0302037,-96.5143087,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,630.5,296.1670593657982,7.0,935.0,0.0,2007.0,1.0,5,-96.5143087,32.0302037,-97.4,42.4
2974,23692.0,human,32.0302037,-96.5143087,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,189.5,296.1670593657982,11.0,935.0,0.0,2006.0,1.0,5,-96.5143087,32.0302037,-97.4,42.4
3311,23962.0,outside,32.0302037,-96.5143087,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7667.0,199.0,248.8320245122772,12.0,985.0,0.0,2008.0,1.0,5,-96.5143087,32.0302037,-97.4,42.4
4520,27920.0,outside,32.06417,-96.86614,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,512.5,294.18235991211986,5.0,987.0,0.0,2014.0,1.0,5,-96.86614,32.06417,-97.4,42.4
4004,28930.0,outside,32.06456,-96.86533,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8399.0,263.5,293.14558526104804,8.0,996.0,0.0,2011.0,1.0,5,-96.86533,32.06456,-97.4,42.4
6269,24808.0,outside,32.066917,-96.472069,2021.0,29.0,-94.0,0,,30,-1003,0.0,0.0,12100.0,14.0,193.0,18.0,988.0,0.0,2021.0,1.0,5,-96.472069,32.066917,-93.1,21.0
3699,29361.0,outside,32.06839,-96.47081,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,540.75,285.2125305825107,21.0,950.0,0.0,2010.0,1.0,5,-96.47081,32.06839,-97.4,42.4
3779,29283.0,outside,32.06839,-96.4708,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,619.75,285.2122090896038,21.0,950.0,0.0,2010.0,1.0,5,-96.4708,32.06839,-97.4,42.4
6128,24958.0,outside,32.070282,-96.474712,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,212.25,218.39232416994025,26.0,993.0,0.0,2021.0,1.0,5,-96.474712,32.070282,-97.4,42.4
4882,27001.0,outside,32.07056,-96.4742,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,229.5,188.375769548606,10.0,997.0,0.0,2016.0,1.0,5,-96.4742,32.07056,-97.4,42.4
5738,25378.0,human,32.07063,-96.46446,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,139.0,118.77758474082592,16.0,996.0,0.0,2020.0,1.0,5,-96.46446,32.07063,-97.4,42.4
4895,26986.0,outside,32.07073,-96.47442,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,240.5,188.36475174902705,10.0,997.0,0.0,2016.0,1.0,5,-96.47442,32.07073,-97.4,42.4
6133,24953.0,outside,32.070826,-96.474161,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,219.25,218.4300356830696,26.0,993.0,0.0,2021.0,1.0,5,-96.474161,32.070826,-97.4,42.4
6176,24908.0,outside,32.071052,-96.464096,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,267.25,218.4506673955444,26.0,993.0,0.0,2021.0,1.0,5,-96.464096,32.071052,-97.4,42.4
4371,28236.0,outside,32.0711,-96.47409,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,214.5,281.76004126990534,5.0,987.0,0.0,2013.0,1.0,5,-96.47409,32.0711,-97.4,42.4
4357,28254.0,outside,32.0711,-96.47409,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,200.5,281.76004126990534,5.0,987.0,0.0,2013.0,1.0,5,-96.47409,32.0711,-97.4,42.4
4392,28212.0,human,32.0711,-96.47409,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,234.5,281.76004126990534,5.0,987.0,0.0,2013.0,1.0,5,-96.47409,32.0711,-97.4,42.4
4566,27868.0,outside,32.0711,-96.47409,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,547.5,281.76004126990534,5.0,987.0,0.0,2014.0,1.0,5,-96.47409,32.0711,-97.4,42.4
4590,27824.0,outside,32.07175,-96.47357,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,572.5,281.7060264161844,5.0,987.0,0.0,2014.0,1.0,5,-96.47357,32.07175,-97.4,42.4
4819,27273.0,human,32.07175,-96.47357,2015.0,31.0,-97.0,0,,30,-999,0.0,0.0,9791.0,5.0,60.0,10.0,997.0,0.0,2015.0,1.0,5,-96.47357,32.07175,-94.3,27.0
6005,25085.0,outside,32.07215,-96.470688,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,105.25,218.5228195102495,26.0,993.0,0.0,2021.0,1.0,5,-96.470688,32.07215,-97.4,42.4
4160,28578.0,outside,32.0729,-96.4767,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8399.0,616.5,291.3909782593388,8.0,996.0,0.0,2012.0,1.0,5,-96.4767,32.0729,-97.4,42.4
4576,27847.0,outside,32.072932,-96.467214,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,559.5,281.4509159487186,5.0,987.0,0.0,2014.0,1.0,5,-96.467214,32.072932,-97.4,42.4
6095,24997.0,outside,32.07707,-96.57279,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,173.25,218.8978821286945,25.0,993.0,0.0,2021.0,1.0,5,-96.57279,32.07707,-97.4,42.4
4925,18823.0,outside,32.07963,-96.47521,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,266.5,187.7548264153289,10.0,997.0,0.0,2016.0,1.0,5,-96.47521,32.07963,-97.4,42.4
5058,26584.0,outside,32.0799,-96.41927,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,593.5,187.58978709071823,10.0,997.0,0.0,2017.0,1.0,5,-96.41927,32.0799,-97.4,42.4
2301,22280.0,outside,32.0801526,-96.8066611,2002.0,29.0,-96.0,0,,30,-1002,0.0,0.0,5797.0,46.0,205.0,25.0,976.0,0.0,2002.0,1.0,5,-96.8066611,32.0801526,-93.8,27.6
4995,26857.0,outside,32.08145,-96.41445,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,353.5,187.473032153198,10.0,997.0,0.0,2016.0,1.0,5,-96.41445,32.08145,-97.4,42.4
4828,27261.0,outside,32.08342,-96.4072,2015.0,31.0,-97.0,0,,30,-999,0.0,0.0,9791.0,21.0,64.0,10.0,997.0,0.0,2015.0,1.0,5,-96.4072,32.08342,-94.3,27.0
5791,25321.0,outside,32.0887,-96.3852,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,192.0,115.66606424846628,17.0,996.0,0.0,2020.0,1.0,5,-96.3852,32.0887,-97.4,42.4
2352,22374.0,outside,32.0928445,-96.4647723,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5984.0,123.0,256.61550243411176,25.0,976.0,0.0,2003.0,1.0,5,-96.4647723,32.0928445,-97.4,42.4
2789,23077.0,outside,32.0928445,-96.4647723,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6786.0,240.75,192.0192514536162,8.0,979.0,0.0,2005.0,1.0,5,-96.4647723,32.0928445,-97.4,42.4
2661,22903.0,outside,32.0928445,-96.4647723,2004.0,30.0,-94.0,0,,25,-1009,0.0,0.0,6786.0,12.0,192.0,8.0,979.0,0.0,2004.0,1.0,5,-96.4647723,32.0928445,-27.6,8.9
737,13864.0,outside,32.0993189,-96.6361002,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,606.0,134.5,292.8874067108705,22.0,997.0,0.0,1981.0,1.0,5,-96.6361002,32.0993189,-97.4,42.4
1816,21008.0,outside,32.1176525,-96.3238674,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2850.0,519.25,291.1473224955837,1.0,991.0,0.0,1994.0,1.0,5,-96.3238674,32.1176525,-97.4,42.4
2679,22945.0,outside,32.1245956,-96.945277,2004.0,30.0,-94.0,0,,25,-1009,0.0,0.0,6786.0,46.0,214.0,8.0,979.0,0.0,2004.0,1.0,5,-96.945277,32.1245956,-27.6,8.9
2131,21856.0,outside,32.1245956,-96.945277,1999.0,0.0,0.0,0,,12,-1050,0.0,0.0,4488.0,194.5,288.9942655823752,6.0,1000.0,0.0,1999.0,1.0,5,-96.945277,32.1245956,-97.4,42.4
2910,3822.0,outside,32.26608,-96.6925513,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,101.5,294.503257552491,10.0,935.0,0.0,2006.0,1.0,5,-96.6925513,32.26608,-97.4,42.4
3011,23349.0,outside,32.5187487,-96.3808167,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,228.5,269.561011151293,10.0,935.0,0.0,2006.0,1.0,0,-96.3808167,32.5187487,-97.4,42.4
1068,2732.0,outside,31.9571066,-95.9746871,1983.0,0.0,0.0,0,,12,-1050,0.0,0.0,935.0,279.5,243.5622925785624,7.0,994.0,0.0,1983.0,1.0,5,-95.9746871,31.9571066,-97.4,42.4
1069,2733.0,outside,31.9571066,-95.9746871,1983.0,0.0,0.0,0,,12,-1050,0.0,0.0,935.0,282.5,243.5622925785624,7.0,994.0,0.0,1983.0,1.0,5,-95.9746871,31.9571066,-97.4,42.4
1071,2734.0,outside,31.9571066,-95.9746871,1983.0,0.0,0.0,0,,12,-1050,0.0,0.0,935.0,285.5,243.5622925785624,7.0,994.0,0.0,1983.0,1.0,5,-95.9746871,31.9571066,-97.4,42.4
1065,2731.0,outside,31.9571066,-95.9746871,1983.0,0.0,0.0,0,,12,-1050,0.0,0.0,935.0,271.5,243.5622925785624,7.0,994.0,0.0,1983.0,1.0,5,-95.9746871,31.9571066,-97.4,42.4
5527,25671.0,outside,32.23139,-95.66336,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10777.0,230.5,257.0950398215495,27.0,948.0,0.0,2019.0,1.0,5,-95.66336,32.23139,-97.4,42.4
4135,5467.0,human,32.40784,-95.87515,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8399.0,581.5,269.9500266778049,8.0,996.0,0.0,2012.0,1.0,5,-95.87515,32.40784,-97.4,42.4
1842,16940.0,outside,32.5156971,-95.4093998,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2857.0,588.75,288.68770436338855,4.0,973.0,0.0,1994.0,1.0,5,-95.4093998,32.5156971,-97.4,42.4
5572,25626.0,outside,32.5792,-95.9798,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10777.0,272.5,264.0081259911874,21.0,978.0,0.0,2019.0,1.0,5,-95.9798,32.5792,-97.4,42.4
3339,23984.0,outside,32.7959605,-95.4510641,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7667.0,229.0,199.35951532775732,7.0,985.0,0.0,2008.0,1.0,5,-95.4510641,32.7959605,-97.4,42.4
4541,27901.0,outside,32.83256,-95.48887,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9160.0,529.25,284.6474479509311,7.0,982.0,0.0,2014.0,1.0,5,-95.48887,32.83256,-97.4,42.4
6023,4376.0,outside,32.084137,-95.151814,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,126.25,233.6147617083045,29.0,991.0,0.0,2021.0,1.0,5,-95.151814,32.084137,-97.4,42.4
3007,3855.0,outside,32.1446035,-95.1205003,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,222.5,232.24934806957373,14.0,931.0,0.0,2006.0,1.0,5,-95.1205003,32.1446035,-97.4,42.4
986,14801.0,outside,32.2556612,-95.3207069,1982.0,0.0,0.0,0,,12,-1050,0.0,0.0,608.0,603.0,285.97242686958424,7.0,1004.0,0.0,1982.0,1.0,5,-95.3207069,32.2556612,-97.4,42.4
3246,3970.0,human,32.2556612,-95.3207069,2007.0,31.0,-92.0,0,,35,-1000,0.0,0.0,7659.0,54.0,166.0,10.0,985.0,0.0,2007.0,1.0,5,-95.3207069,32.2556612,-92.3,27.8
2733,3771.0,human,32.2556612,-95.3207069,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,134.25,290.98603049999696,9.0,979.0,0.0,2005.0,1.0,5,-95.3207069,32.2556612,-97.4,42.4
5584,4574.0,outside,32.27001852,-95.24132787,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10777.0,280.5,234.1250816967757,27.0,978.0,0.0,2019.0,1.0,5,-95.24132787,32.27001852,-97.4,42.4
6403,18164.0,natural,32.29862,-95.26616,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,12102.0,201.5,188.086382867154,21.0,978.0,0.0,2022.0,1.0,5,-95.26616,32.29862,-97.4,42.4
983,2404.0,outside,32.3512601,-95.3010624,1982.0,0.0,0.0,0,,12,-1050,0.0,0.0,608.0,595.0,291.82590591300493,7.0,1004.0,0.0,1982.0,1.0,5,-95.3010624,32.3512601,-97.4,42.4
982,14764.0,outside,32.37648790000001,-95.1327829,1982.0,0.0,0.0,0,,12,-1050,0.0,0.0,608.0,595.0,299.3905434413241,7.0,1004.0,0.0,1982.0,1.0,5,-95.1327829,32.37648790000001,-97.4,42.4
2224,22036.0,human,32.9573449,-95.2902224,2002.0,0.0,0.0,0,,12,-1050,0.0,0.0,5389.0,228.25,280.116639133155,20.0,1002.0,0.0,2002.0,1.0,5,-95.2902224,32.9573449,-97.4,42.4
4997,4936.0,outside,31.755859,-94.141089,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,356.5,244.1735751585672,11.0,997.0,0.0,2016.0,1.0,5,-94.141089,31.755859,-97.4,42.4
865,13846.0,outside,31.7952962,-94.1802599,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,602.0,233.25,289.4362971812289,27.0,986.0,0.0,1981.0,1.0,5,-94.1802599,31.7952962,-97.4,42.4
4916,26962.0,outside,31.79747,-94.14222,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,258.5,241.6660957845735,11.0,997.0,0.0,2016.0,1.0,5,-94.14222,31.79747,-97.4,42.4
4116,28635.0,outside,31.821442,-94.469056,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8751.0,205.75,279.02042951702015,7.0,996.0,0.0,2012.0,1.0,5,-94.469056,31.821442,-97.4,42.4
6363,4246.0,human,31.96422778,-93.96757777,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,12102.0,158.5,125.65142755486212,33.0,931.0,2.0,2022.0,1.0,5,-93.96757777,31.96422778,-97.4,42.4
3241,3967.0,human,31.975445,-93.9979678,2007.0,31.0,-92.0,0,,35,-1000,0.0,0.0,7659.0,46.0,93.0,8.0,985.0,0.0,2007.0,1.0,5,-93.9979678,31.975445,-92.3,27.8
4516,27924.0,outside,32.04704,-94.10641,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,508.5,244.9538381898044,9.0,968.0,0.0,2014.0,1.0,5,-94.10641,32.04704,-97.4,42.4
5781,4492.0,outside,32.144032,-94.266579,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,181.0,78.50504351966696,24.0,993.0,0.0,2020.0,1.0,5,-94.266579,32.144032,-97.4,42.4
3871,5625.0,natural,32.144503,-94.114125,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8398.0,123.75,291.5001144043832,3.0,1005.0,0.0,2011.0,1.0,5,-94.114125,32.144503,-97.4,42.4
1616,20282.0,outside,32.1573841,-94.3374199,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2285.0,125.25,117.42136107832648,31.0,982.0,0.0,1990.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
5797,4480.0,outside,31.911111,-93.246111,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,200.0,107.40391975482846,28.0,993.0,0.0,2020.0,1.0,2,-93.246111,31.911111,-97.4,42.4
5472,4611.0,outside,32.007663,-93.72673,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10777.0,178.5,175.6922129330041,27.0,990.0,0.0,2019.0,1.0,5,-93.72673,32.007663,-97.4,42.4
14051,,,,,2008.0,32.1,-93.5,tropical depression,-1.0,30,-989,0.0,0.0,,,,,,,2008.0,0.0,5,-93.5,32.1,-67.4,13.5
5237,26206.0,outside,32.17712,-93.03417,2018.0,0.0,0.0,0,,12,-1050,0.0,0.0,10646.0,88.5,294.95363504104733,15.0,984.0,0.0,2018.0,1.0,2,-93.03417,32.17712,-97.4,42.4
5241,26197.0,outside,32.17712,-93.03417,2018.0,0.0,0.0,0,,12,-1050,0.0,0.0,10646.0,97.5,294.95363504104733,15.0,984.0,0.0,2018.0,1.0,2,-93.03417,32.17712,-97.4,42.4
4220,5411.0,outside,32.20427983,-93.48970018,2012.0,32.0,-92.0,0,,35,-993,0.0,0.0,9149.0,28.0,64.0,12.0,966.0,0.0,2012.0,1.0,5,-93.48970018,32.20427983,-50.1,14.9
2659,22902.0,outside,32.2392184,-93.5205641,2004.0,30.0,-94.0,0,,25,-1009,0.0,0.0,6786.0,10.0,152.0,10.0,982.0,0.0,2004.0,1.0,5,-93.5205641,32.2392184,-27.6,8.9
1902,16984.0,outside,32.2392184,-93.5205641,1995.0,31.0,-97.0,0,,20,-1004,0.0,0.0,3407.0,18.0,210.0,20.0,999.0,0.0,1995.0,1.0,5,-93.5205641,32.2392184,-86.6,26.1
4335,5367.0,outside,32.246525,-93.283228,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,183.5,234.7701394296856,12.0,966.0,0.0,2013.0,1.0,2,-93.283228,32.246525,-97.4,42.4
4488,5288.0,natural,32.247106,-93.282226,2013.0,28.0,-91.0,0,,25,-1009,0.0,0.0,9610.0,51.0,297.0,13.0,966.0,0.0,2013.0,1.0,2,-93.282226,32.247106,-86.8,21.5
3491,4080.0,outside,32.1573841,-94.3374199,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,149.75,233.27758109546767,35.0,950.0,0.0,2009.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
3492,4079.0,outside,32.1573841,-94.3374199,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,149.75,233.27758109546767,35.0,950.0,0.0,2009.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
1368,3005.0,outside,32.1573841,-94.3374199,1986.0,0.0,0.0,0,,12,-1050,0.0,0.0,1518.0,212.0,277.63661188925863,20.0,971.0,0.0,1986.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
3494,24212.0,outside,32.1573841,-94.3374199,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,149.75,233.27758109546767,35.0,950.0,0.0,2009.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
